Id;Title;Artist;Year;Duo;Explicit;"Date Added";Styles;Languages
13033;"Livin' On A Prayer";"Bon Jovi";1986;0;0;2015-12-27;Rock,Hard/Metal;English
13469;"Before He Cheats";"Carrie Underwood";2006;0;0;2007-12-27;Country,Pop,Rock;English
5065;"Amazing Grace";Traditional;1831;0;0;2008-06-25;Traditionnal,Gospel,Blues;English
10783;Africa;Toto;1980;0;0;2007-07-06;Pop,Rock;English
8203;"Black Velvet";"Alannah Myles";1989;0;0;2007-05-04;Rock;English
13008;"Barbie Girl";Aqua;1997;1;0;2008-02-07;"Dance,Teen pop,Duet";English
8110;"On va s'aimer";"Gilbert Montagné";1984;0;0;2014-12-24;"French pop,80s";French
5942;"My Heart Will Go On";"Céline Dion";1997;0;0;2007-05-04;"TV & movie soundtrack,Love,Pop";English
52474;Despacito;"Luis Fonsi";2017;1;0;2017-02-16;Latin,Pop,Duet;Spanish
48087;"Girl Crush";"Little Big Town";2014;0;0;2014-12-22;"Country,Love,Soft rock";English
9673;"Man! I Feel Like A Woman!";"Shania Twain";1996;0;0;2016-03-21;Country,Pop;English
10815;"Killing Me Softly";"The Fugees";1996;0;0;2007-05-04;R&B,Rap;English
5940;"Pour que tu m'aimes encore";"Céline Dion";1995;0;0;2016-06-04;"French pop";French
6427;"I Will Always Love You";"Whitney Houston";1992;0;0;2007-05-29;"Love,Soul,Pop,TV & movie soundtrack";English
5416;"Your Song";"Elton John";1970;0;0;2011-10-28;Pop,Love;English
39669;Tequila;"The Champs";1958;0;0;2012-02-08;"Rock 'n Roll,Latin";Spanish
5037;"House of the Rising Sun";Traditional;1700;0;0;2008-06-26;Traditionnal,Blues,Rock;English
8747;Angels;"Robbie Williams";1997;0;0;2007-05-04;Pop,Rock;English
43412;"Wagon Wheel";"Darius Rucker";2013;0;0;2013-07-01;Country;English
12913;"Stand by Me";"Ben E. King";1961;0;0;2008-07-25;Soul;English
7302;"Mamma Mia";ABBA;1975;0;0;2015-06-17;Disco,Pop;English
8284;"Unchained Melody";"The Righteous Brothers";1965;0;0;2007-05-04;Love,Soul,Oldies;English
56173;"You Say";"Lauren Daigle";2018;0;0;2018-09-18;Love,Christian;English
5066;"Jingle Bells";"Christmas Carol";1857;0;0;2008-06-26;Christmas,Traditionnal,Kids;English
21608;Hallelujah;"Alexandra Burke";2008;0;0;2011-05-30;Pop;English
35287;"Rolling In The Deep";Adele;2010;0;0;2011-09-05;Pop,Soul;English
10973;Dreams;"Fleetwood Mac";1977;0;0;2016-03-25;"Soft rock";English
9965;"These Boots Are Made For Walkin'";"Nancy Sinatra";1965;0;0;2007-05-04;"Pop,Oldies,Soul,Jazz,TV & movie soundtrack";English
45871;"Libérée, délivrée";Frozen;2013;0;0;2015-04-08;"TV & movie soundtrack,French pop";French
54922;"A Million Dreams";"The Greatest Showman";2017;0;0;2018-02-08;"TV & movie soundtrack,Musical";English
11289;"House Of The Rising Sun";"The Animals";1964;0;0;2007-06-11;Rock,Blues;English
16365;Jackson;"Johnny Cash";1968;1;0;2012-02-14;Country,Duet;English
16401;"Your Man";"Josh Turner";2005;0;0;2011-11-30;Country;English
5520;"Summer Of '69";"Bryan Adams";1984;0;0;2011-05-30;Rock,Pop;English
11758;"Je te promets";"Johnny Hallyday";1986;0;0;2016-02-25;"French pop,Soft rock";French
10352;"Can You Feel The Love Tonight";"The Lion King (1994 film)";1994;0;0;2015-06-11;"TV & movie soundtrack,Pop";English
13329;"Sweet Child O'Mine";"Guns N' Roses";1987;0;0;2008-01-15;Rock,Hard/Metal;English
6187;"What a Wonderful World";"Louis Armstrong";1968;0;0;2007-05-29;Pop,Oldies;English
55574;"Beautiful Crazy";"Luke Combs";2018;0;0;2018-06-07;Country;English
54867;"This Is Me";"The Greatest Showman";2017;0;0;2018-01-31;"TV & movie soundtrack,Musical";English
14606;"At Last";"Etta James";1961;0;0;2008-02-07;Soul,Oldies,Blues;English
11022;"La tribu de Dana";Manau;1998;0;0;2016-02-25;"Rap,Celtic,French pop";French
21496;"Make You Feel My Love";Adele;2008;0;0;2011-11-09;Soul,Pop;English
12374;"You're the One That I Want";"Grease (film)";1978;1;0;2008-08-25;"TV & movie soundtrack,Rock 'n Roll,Duet";English
58280;"Good As Hell";Lizzo;2016;0;1;2019-06-13;R&B,Soul;English
6117;"Total Eclipse of the Heart";"Bonnie Tyler";1983;0;0;2011-05-30;"Soft rock";English
5092;"Vivo per lei";"Andrea Bocelli";1997;1;0;2008-01-09;"French pop,Duet,Love";Italian,French
8051;Imagine;"John Lennon";1971;0;0;2007-05-15;"Pop,Soft rock";English
5919;"...Baby One More Time";"Britney Spears";1999;0;0;2007-05-04;"Teen pop";English
5062;"La Bamba";"Mexican Traditional";1600;0;0;2008-06-25;Latin,Traditionnal;Spanish
7015;"Brown Eyed Girl";"Van Morrison";1967;0;0;2016-03-25;Rock;English
6229;"Neon Moon";"Brooks & Dunn";1991;0;0;2011-05-31;Country;English
15439;"Have You Ever Seen The Rain?";"Creedence Clearwater Revival";1970;0;0;2011-05-31;Folk;English
5115;"Place des grands hommes";"Patrick Bruel";1989;0;0;2013-12-09;"French pop";French
59218;Circles;"Post Malone";2019;0;0;2019-09-27;Pop;English
5089;"Let It Be";"The Beatles";1970;0;0;2011-10-28;Pop;English
54883;"Never Enough";"The Greatest Showman";2017;0;0;2018-01-24;"TV & movie soundtrack,Musical";English
5132;"Allumer le feu";"Johnny Hallyday";1998;0;0;2011-05-30;"French pop,Rock";French
9455;"I Love Rock 'N Roll";"Joan Jett";1981;0;0;2007-05-04;Rock,Punk/Grunge;English
6926;Y.M.C.A.;"Village People";1978;0;0;2011-05-30;Disco,Pop;English
10592;"Losing My Religion";R.E.M.;1991;0;0;2012-01-27;Pop,Rock;English
6430;"(I've Had) The Time Of My Life";"Dirty Dancing";1987;1;0;2007-10-19;"TV & movie soundtrack,Love,Duet";English
8231;"Girls Just Wanna Have Fun";"Cyndi Lauper";1983;0;0;2008-01-14;"80s,Pop,TV & movie soundtrack";English
15153;"Turn The Page";"Bob Seger";1976;0;0;2011-05-31;Rock;English
6020;Manhattan-Kaboul;Renaud;2002;1;0;2013-10-08;"French pop,Duet";French
58022;"Old Town Road";"Lil Nas X";2018;0;0;2019-04-23;Rap,Country;English
5996;"Les Champs-Élysées";"Joe Dassin";1969;0;0;2012-01-23;"French pop";French
11902;"Confessions nocturnes";Diam's;2006;1;1;2016-12-07;Rap,R&B,Duet;French
6987;"Sweet Home Alabama";"Lynyrd Skynyrd";1974;0;0;2007-05-30;Rock,Country;English
12684;September;"Earth, Wind & Fire";1978;0;0;2008-07-23;Disco,Funk;English
17007;"Always on My Mind";"Willie Nelson";1982;0;0;2012-07-03;Country;English
5477;"(Sittin' On) The Dock Of The Bay";"Otis Redding";1968;0;0;2012-02-02;Soul;English
17888;"Feeling Good";"Michael Bublé";2006;0;0;2008-05-20;Jazz;English
56702;"Baby Shark";Pinkfong;2015;0;0;2018-12-13;Kids,Pop;English
31461;"Amarillo By Morning";"George Strait";1983;0;0;2012-11-19;Country;English
27932;Santeria;Sublime;1996;0;0;2011-11-28;Reggae,Rock;English
55815;"La grenade";"Clara Luciani";2017;0;0;2018-07-11;"French pop,Disco";French
52432;"Shape of You";"Ed Sheeran";2017;0;0;2017-01-20;Pop;English
57591;"One Man Band";"Old Dominion";2019;0;0;2019-03-27;Country,Pop;English
5063;"Happy Birthday";"Happy Birthday Songs";1893;0;0;2008-06-26;Traditionnal,Kids;English
60088;"Blinding Lights";"The Weeknd";2019;0;0;2020-01-13;Pop,Electro;English
5091;"Ma philosophie";"Amel Bent";2004;0;0;2012-01-25;"R&B,French pop";French
59925;"Everything I Wanted";"Billie Eilish";2019;0;0;2019-12-23;Pop,Electro;English
5259;"If I Ain't Got You";"Alicia Keys";2004;0;0;2007-06-25;Soul,Jazz;English
10332;"Crazy Little Thing Called Love";Queen;1980;0;0;2007-05-04;Rock;English
54840;"You Are the Reason";"Calum Scott";2017;0;0;2018-01-17;Love;English
6415;"Under The Bridge";"Red Hot Chili Peppers";1991;0;0;2007-05-04;Rock,Alternative;English
14063;"Me And Bobby McGee";"Janis Joplin";1971;0;0;2011-05-31;Rock,Blues,Country;English
14565;"Ice Ice Baby";"Vanilla Ice";1990;0;0;2011-05-30;Rap;English
5471;"Ain't No Sunshine";"Bill Withers";1971;0;0;2011-10-31;Soul,Blues;English
58251;"Beer Never Broke My Heart";"Luke Combs";2019;0;0;2019-06-11;Country,Rock;English
8171;"J't'emmène au vent";"Louise Attaque";1997;0;0;2015-10-30;"Rock,Folk,French pop,Alternative";French
12258;"Billie Jean";"Michael Jackson";1982;0;0;2011-05-31;Disco,Pop;English
5796;Toxic;"Britney Spears";2003;0;0;2007-05-04;"Teen pop,Dance";English
13500;"Proud Mary";"Tina Turner";1971;1;0;2007-12-21;Gospel,Rock,Soul,Duet;English
5519;"The Best";"Tina Turner";1989;0;0;2012-01-27;Pop,Rock;English
5117;"Mistral gagnant";Renaud;1985;0;0;2014-01-13;"French pop";French
58768;"Ça va ça vient";Slimane;2019;1;0;2020-01-24;"French pop,Duet";French
7383;Kryptonite;"3 Doors Down";2000;0;0;2008-03-21;Rock;English
12304;Emmenez-moi;"Charles Aznavour";1967;0;0;2011-07-29;"French pop";French
47210;"Thinking Out Loud";"Ed Sheeran";2014;0;0;2014-09-02;Pop,Folk;English
12416;"Highway To Hell";AC/DC;1979;0;0;2011-05-31;Hard/Metal,Rock;English
17465;"Mustang Sally";"The Commitments";1991;0;0;2008-07-17;"Soul,Blues,TV & movie soundtrack";English
11229;"Hey Jude";"The Beatles";1968;0;0;2007-06-05;Rock,Pop;English
11998;"Back to Black";"Amy Winehouse";2006;0;1;2008-03-25;Soul;English
5460;"I Want To Break Free";Queen;1984;0;0;2011-05-30;Pop,Rock,80s;English
14113;"The Gambler";"Kenny Rogers";1978;0;0;2008-07-21;Country,Folk;English
12103;Yesterday;"The Beatles";1965;0;0;2011-05-31;Pop,Love;English
13049;"Love Shack";"The B-52's";1989;0;0;2012-01-31;80s,Rock,Pop;English
10500;"Strawberry Wine";"Deana Carter";1996;0;0;2011-05-31;Country;English
38671;"A Thousand Years";"Christina Perri";2011;0;0;2012-03-05;"Pop,TV & movie soundtrack";English
14614;"Part Of Your World";"The Little Mermaid (1989 film)";1989;0;0;2016-09-07;"TV & movie soundtrack";English
6799;"Ain't No Mountain High Enough";"Marvin Gaye";1967;1;0;2007-05-04;Soul,Pop,Duet;English
14724;"Don't Close Your Eyes";"Keith Whitley";1987;0;0;2012-11-19;Country;English
11091;"We Are The Champions";Queen;1977;0;0;2007-05-04;Rock;English
5968;"Je te donne";"Jean-Jacques Goldman";1985;1;0;2015-10-06;"French pop,Duet";French,English
12726;"We Will Rock You";Queen;1977;0;0;2008-07-25;Rock;English
9977;"Take On Me";a-ha;1984;0;0;2007-05-04;80s;English
58337;Donnez-moi;"Les Frangines";2019;1;0;2020-01-09;"French pop,Duet";French
12205;L'aventurier;Indochine;1982;0;0;2014-05-28;"French pop,80s";French
5668;Sensualité;"Axelle Red";1993;0;0;2016-06-04;"French pop,Soul";French
5777;"The Rose";"Bette Midler";1979;0;0;2007-05-04;"TV & movie soundtrack,Pop";English
7113;"A Whole New World (Aladdin's Theme)";"Aladdin (1992 film)";1992;1;0;2015-03-24;"TV & movie soundtrack,Love,Duet";English
13163;"Wanted Dead Or Alive";"Bon Jovi";1987;0;0;2016-03-02;Rock;English
7252;"Eye of the Tiger";Survivor;1982;0;0;2014-03-07;"Rock,TV & movie soundtrack";English
11366;"All I Want For Christmas Is You";"Mariah Carey";1994;0;0;2007-10-19;Christmas,Pop;English
11626;"Tu m'oublieras";Larusso;1998;0;0;2016-10-21;"R&B,French pop";French,English
11099;"9 To 5";"Dolly Parton";1980;0;0;2007-05-04;"TV & movie soundtrack,Pop,Rock";English
25882;"Breaking Free";"High School Musical";2006;1;0;2015-03-20;"TV & movie soundtrack,Musical,Teen pop,Pop,Duet";English
8596;"Bad Moon Rising";"Creedence Clearwater Revival";1968;0;0;2007-05-04;Rock;English
6922;"Suspicious Minds";"Elvis Presley";1969;0;0;2007-05-04;"Rock 'n Roll";English
12964;"Mon mec à moi";"Patricia Kaas";1988;0;0;2013-05-16;"French pop";French
54829;"Hakuna Matata (Version française)";"The Lion King (1994 film)";1994;0;0;2018-05-24;"TV & movie soundtrack,Musical,French pop,Zouk/Creole,Kids";French
11939;"Wonderful Tonight";"Eric Clapton";1977;0;0;2007-12-27;"Soft rock";English
45218;Happy;"Pharrell Williams";2013;0;0;2013-11-22;"Funk,Soul,Pop,TV & movie soundtrack";English
12110;Hello;"Lionel Richie";1984;0;0;2012-02-02;"Love,Soft rock";English
5099;"Alexandrie Alexandra";"Claude François";1978;0;0;2014-07-28;"French pop,Disco";French
7889;"Femme Like U";"K. Maro";2004;0;0;2016-02-19;"R&B,Dance,Funk,Teen pop";French,English
10805;"Les sunlights des tropiques";"Gilbert Montagné";1985;0;0;2012-01-02;"French pop,80s";French
55506;Shotgun;"George Ezra";2018;0;0;2018-06-05;Pop,Folk;English
6456;"I'm Gonna Be (500 Miles)";"The Proclaimers";1988;0;0;2013-12-05;Rock;English
59688;"Lose You to Love Me";"Selena Gomez";2019;0;0;2019-12-11;Pop;English
13527;"Don't Go Breaking My Heart";"Elton John";1976;1;0;2011-12-27;Pop,Disco,Duet;English
6782;"L'envie d'aimer";"Les Dix Commandements";2000;0;0;2011-05-31;"French pop,Musical,Love";French
26102;"In Color";"Jamey Johnson";2008;0;0;2011-05-31;"Country,Soft rock";English
60020;"Before You Go";"Lewis Capaldi";2019;0;0;2019-12-12;Pop;English
5482;"Oh, Pretty Woman";"Roy Orbison";1964;0;0;2008-08-22;"Rock 'n Roll,Pop";English
56528;"Taki Taki";"DJ Snake";2018;0;1;2018-12-07;Pop,Latin,Electro,R&B,Rap;English,Spanish
56478;"I'll Never Love Again";"A Star is Born";2018;0;0;2018-10-26;"TV & movie soundtrack,Pop";English
59487;"10,000 Hours";"Dan + Shay";2019;0;0;2019-11-14;Love,Pop,Country;English
7557;"It's My Life";"Bon Jovi";2000;0;0;2015-12-27;Rock;English
11658;L'envie;"Johnny Hallyday";1986;0;0;2016-02-25;"French pop";French
59817;"Into the Unknown (Panic! at the Disco)";"Frozen 2";2019;0;0;2019-11-26;"TV & movie soundtrack,Pop,Rock";English
58352;"Speechless (Full)";"Aladdin (2019 film)";2019;0;0;2019-06-14;"TV & movie soundtrack,Pop";English
8579;"All Star";"Smash Mouth";1999;0;0;2007-06-12;"Pop,Rock,Rap,TV & movie soundtrack";English
5830;"You Raise Me Up";"Josh Groban";2003;0;0;2007-05-04;Pop,Christian;English
20791;"Sex On Fire";"Kings of Leon";2008;0;1;2011-05-31;Rock,Alternative;English
25407;"Need You Now";"Lady Antebellum";2009;1;0;2011-05-30;Country,Duet;English
11476;"Every Breath You Take";"The Police";1983;0;0;2007-06-06;Pop,Rock;English
27486;"Crazy Rap";Afroman;2000;0;1;2011-11-16;Rap;English
51439;"Dancing on My Own";"Calum Scott";2016;0;0;2016-07-21;Pop;English
19192;"99 Luftballons";Nena;1984;0;0;2011-05-30;80s,Rock;German
6150;"The Dance";"Garth Brooks";1990;0;0;2012-03-07;Country;English
5121;"California Dreamin'";"The Mamas And The Papas";1966;1;0;2012-02-09;Pop,Folk,Duet;English
20926;Margaritaville;"Jimmy Buffett";1977;0;0;2011-05-30;Pop,Folk;English
9911;"Everybody (Backstreet's Back)";"Backstreet Boys";1997;0;0;2014-04-22;"Pop,Teen pop,Dance";English
14107;"That's Life";"Frank Sinatra";1966;0;0;2011-05-30;Jazz;English
14483;"Baby Got Back";"Sir Mix-a-Lot";1992;0;1;2011-05-31;Rap;English
14442;"You Oughta Know";"Alanis Morissette";1995;0;1;2011-07-27;Pop,Rock;English
52277;"How Far I'll Go";Moana;2016;0;0;2017-02-11;"TV & movie soundtrack,Pop";English
7657;"I Got You Babe";"Sonny & Cher";1965;1;0;2007-05-04;Pop,Duet,Love;English
12784;"Come Together";"The Beatles";1969;0;0;2011-11-15;Blues,Rock;English
20158;"I'm Yours";"Jason Mraz";2008;0;0;2008-08-18;"Pop,Soft rock";English
9159;"Gimme! Gimme! Gimme! (A Man After Midnight)";ABBA;1979;0;0;2015-06-17;Disco,80s;English
60010;"Oui ou non";Angèle;2019;0;0;2019-12-17;Pop,Electro;French
59892;"Show Yourself";"Frozen 2";2019;0;0;2019-12-19;"TV & movie soundtrack";English
45511;"Say Something";"A Great Big World";2013;1;0;2014-01-08;Pop,Duet;English
13708;Footloose;"Kenny Loggins";1984;0;0;2008-07-23;"Pop,Rock,TV & movie soundtrack";English
6913;"Mack The Knife";"Bobby Darin";1959;0;0;2007-05-31;Jazz;English
5025;"We Wish You a Merry Christmas";"Christmas Carol";1600;0;0;2008-06-26;Christmas,Traditionnal,Kids;English
12039;Aïcha;Khaled;1996;0;0;2016-06-04;"French pop,Oriental";French
50948;"Love on the Brain";Rihanna;2016;0;1;2016-04-15;Pop,Soul;English
6997;"Love Me Tender";"Elvis Presley";1956;0;0;2007-05-04;Love,Oldies;English
12864;"Femme libérée";"Cookie Dingler";1984;0;0;2014-04-22;"French pop";French
23988;"Simple Man";"Lynyrd Skynyrd";1973;0;0;2011-05-30;Rock,Hard/Metal,Country;English
14682;"Lemon Tree";"Fool's Garden";1995;0;0;2011-11-29;Pop,Folk;English
12584;"La bohème";"Charles Aznavour";1966;0;0;2011-07-29;"French pop";French
15489;"You Never Even Called Me By My Name";"David Allan Coe";1975;0;0;2015-04-21;Country,Humour;English
59040;"Even Though I'm Leaving";"Luke Combs";2019;0;0;2019-09-09;Country,Pop;English
7191;"Walkin' after Midnight (1961 version)";"Patsy Cline";1961;0;0;2012-01-31;Country;English
6728;"Achy Breaky Heart";"Billy Ray Cyrus";1992;0;0;2007-09-03;Country,Rock;English
19829;"Femme que j'aime";"Jean-Luc Lahaye";1982;0;0;2014-12-09;"French pop,80s";French
6846;Superstition;"Stevie Wonder";1972;0;0;2007-05-04;Funk;English
7020;"Don't Be Cruel";"Elvis Presley";1956;0;0;2007-08-28;Oldies,Rock;English
8520;"No Scrubs";TLC;1998;0;0;2011-09-23;R&B;English
50600;"Hakuna Matata";"The Lion King (1994 film)";1994;0;0;2017-03-16;"TV & movie soundtrack,Musical,Pop,Zouk/Creole,Kids";English
9091;Landslide;"Fleetwood Mac";1975;0;0;2016-06-04;Folk;English
12619;"Somebody To Love";Queen;1976;0;0;2008-01-23;Rock;English
13121;"Rocket Man (I Think It's Going To Be a Long, Long Time)";"Elton John";1972;0;0;2011-10-20;"Soft rock";English
15155;"Old Time Rock & Roll";"Bob Seger";1978;0;0;2011-05-31;"Rock 'n Roll";English
24207;"Party In The U.S.A.";"Miley Cyrus";2009;0;0;2011-05-30;"Teen pop";English
17875;"He Stopped Loving Her Today";"George Jones";1980;0;0;2011-11-21;Country;English
49719;Leef;"André Hazes Jr.";2015;0;0;2015-10-09;Schlager;Dutch
25701;"Bad Romance";"Lady Gaga";2009;0;1;2011-11-02;Dance,Pop;English
51228;"Can't Stop The Feeling";Trolls;2016;0;0;2016-06-07;"Pop,TV & movie soundtrack";English
27347;"La Bamba";"Los Lobos";1985;0;0;2011-05-30;Latin,Pop,Traditionnal;Spanish
12656;"Gangsta's Paradise";Coolio;1995;0;0;2011-05-31;"Rap,TV & movie soundtrack";English
56667;"Whiskey Glasses";"Morgan Wallen";2018;0;0;2018-12-06;Country;English
14059;"Hopelessly Devoted to You";"Grease (film)";1978;0;0;2008-08-25;"TV & movie soundtrack,Pop,Love";English
7295;"Chasing Cars";"Snow Patrol";2006;0;0;2007-05-16;Pop,Rock;English
5736;"I Love This Bar";"Toby Keith";2003;0;0;2011-11-14;Country;English
20125;L-O-V-E;"Nat King Cole";1965;0;0;2008-07-24;Jazz,Oldies;English
7251;"(Everything I Do) I Do It For You";"Bryan Adams";1991;0;0;2016-10-27;"Love,Soft rock,TV & movie soundtrack";English
6213;"Bring Me to Life";Evanescence;2003;1;0;2007-05-04;"Rock,Alternative,Punk/Grunge,TV & movie soundtrack,Duet";English
14441;Ironic;"Alanis Morissette";1996;0;0;2008-05-05;Pop,Rock;English
38912;"Mama's Broken Heart";"Miranda Lambert";2011;0;0;2012-03-18;Country;English
10639;"Can't Take My Eyes Off You";"Frankie Valli & The Four Seasons";1982;0;0;2007-05-04;Pop;English
5844;"Whiskey Lullaby";"Brad Paisley";2003;1;0;2007-05-04;Country,Duet;English
17862;"The Way You Look Tonight";"Frank Sinatra";1934;0;0;2011-05-31;Jazz,Traditionnal;English
19069;"Hit Me With Your Best Shot";"Pat Benatar";1980;0;0;2011-12-21;Rock;English
21562;"Single Ladies (Put A Ring On It)";Beyoncé;2008;0;0;2012-01-27;Pop,R&B,Dance;English
13103;"Johnny B. Goode";"Chuck Berry";1958;0;0;2012-01-04;"Rock 'n Roll";English
57415;Juice;Lizzo;2019;0;1;2019-03-11;Funk,Pop,Rap;English
8749;"Goodbye Earl";"Dixie Chicks";1999;0;0;2016-03-11;Rock,Country;English
7774;"I Am A Man Of Constant Sorrow";"Soggy Bottom Boys";2002;0;0;2007-05-04;"Country,TV & movie soundtrack";English
50191;"When We Were Young";Adele;2015;0;0;2016-06-05;Pop,Soul;English
56199;"Je te le donne";Vitaa;2018;1;0;2018-10-15;"French pop,Duet";French
52827;"In Case You Didn't Know";"Brett Young";2017;0;0;2017-04-21;Country,Love;English
5105;"J'ai encore rêvé d'elle";"Il était une fois";1975;1;0;2012-02-07;"French pop,Duet,Love";French
54677;"I'll Make a Man Out of You";Mulan;1998;0;0;2018-01-16;"TV & movie soundtrack";English
6422;"Boot Scootin' Boogie";"Brooks & Dunn";1991;0;0;2011-05-31;Country;English
13052;"Basket Case";"Green Day";1994;0;0;2016-01-19;Punk/Grunge,Alternative,Rock;English
56608;"A Million Dreams";"The Greatest Showman: Reimagined";2018;0;0;2018-11-30;"Pop,TV & movie soundtrack";English
9928;Torn;"Natalie Imbruglia";1997;0;0;2007-05-04;Pop,Rock;English
41791;Diamonds;Rihanna;2012;0;0;2012-12-06;Pop,Electro,Soul;English
9348;Believe;Cher;1993;0;0;2008-01-23;Pop,Electro;English
5910;"La vie en rose";"Edith Piaf";1942;0;0;2012-01-18;"French pop";French
12511;Rehab;"Amy Winehouse";2006;0;0;2007-10-18;Soul;English
6903;"I Have Nothing";"Whitney Houston";1993;0;0;2007-05-14;"TV & movie soundtrack,Love,Soul";English
8285;Celebration;"Kool And The Gang";1980;0;0;2007-05-31;Funk,Disco;English
54868;"Fuck Her Gently";"Tenacious D";2001;0;1;2018-01-19;Humour,Love,Rock;English
13120;"I'm Still Standing";"Elton John";1983;0;0;2011-10-12;Pop,Rock;English
16412;"Somewhere Over The Rainbow";"The Wizard of Oz";1939;0;0;2011-05-31;"Musical,TV & movie soundtrack";English
12293;"Le chanteur";"Daniel Balavoine";1978;0;0;2013-11-25;"French pop";French
9517;"That's Amore";"Dean Martin";1953;0;0;2007-06-18;Oldies,Pop;English
13150;"Three Little Birds";"Bob Marley";1977;0;0;2011-05-30;Reggae;English
14228;"Careless Whisper";"George Michael";1984;0;0;2011-05-30;Pop,Love;English
55140;"Ocean Eyes";"Billie Eilish";2016;0;0;2018-03-06;Pop;English
13974;"Never Gonna Give You Up";"Rick Astley";1987;0;0;2011-05-31;80s;English
12457;"Cette année-là";"Claude François";1976;0;0;2011-05-31;"French pop,Disco";French
58009;"God's Country";"Blake Shelton";2019;0;0;2019-05-14;Country,Pop;English
